,0,1,2
0,-0.5678431047687181,-0.7400599350554545,-0.3603685625749545
1,0.4435688895109016,0.8573121444186822,-0.2612709844018391
2,0.12888110566580055,-0.8031300784422039,-0.5816972904387474
3,0.4057487239317613,0.8842163285343386,-0.23136433904342713
4,-0.8912088680123113,-0.43112123931509255,-0.14100081768427256
5,0.9727532555791698,-0.0987399160726721,-0.2097654231137441
6,-0.4332224903113056,0.8856290115944322,-0.16727082145652283
7,-0.9612659596737677,0.18655471766952517,-0.20289182360980917
8,-0.1714476452230506,-0.9358002004746739,-0.3080319622036503
9,0.9337839369788126,0.3411475025457663,-0.10800898364087778
10,0.3624527759682156,0.6442453259764984,-0.6734804712464718
11,-0.1698923800273456,-0.9634219720594573,-0.2072551156466595
12,0.19205134834090964,0.9728850957563999,-0.12888316436020297
13,-0.1821370520235963,0.9686917610694853,-0.1687079319897348
14,-0.5278033285591535,-0.7954317488897021,-0.297845562700115
15,-0.28696624285335154,-0.9078979787174526,-0.30556772686819444
16,-0.1805312499593322,-0.9749945479642376,-0.12959204924737164
17,0.006817729345491114,-0.9268273107129288,-0.37542596431681685
18,-0.8335358733919196,0.4518555648258892,-0.31787496961013806
19,0.7935783820015867,0.597270146365441,-0.1161969185492812
20,0.16268515987246332,-0.9753041037955307,-0.14938354620528924
21,-0.5611643291530094,0.8091325109255186,-0.17435359316520677
22,-0.044817798974348705,-0.9832121583650176,-0.17687627466197467
23,0.47843109268098843,0.7964167813124754,-0.36989728303943004
24,0.5099545922678603,-0.5016234234713662,-0.6987991520099224
25,-0.9659866388230515,-0.10128436390245578,-0.2379312742037462
26,-0.23154704577199636,-0.9211655313626795,-0.3127939088658428
27,0.9214781296940388,-0.3563529446012872,-0.1545659579906525
28,-0.7446348028201584,0.6500108337842107,-0.15167374984531443
29,0.5048755471450261,0.8217979108505594,-0.26410012422690476
30,-0.9738453108815819,-0.05012418105851527,-0.22161425258129955
31,0.6669697931660072,-0.7276993698809584,-0.16001538075744356
32,0.5758709068792264,-0.7852906852863606,-0.22735707205313702
33,0.9381045739072071,-0.3198441427511728,-0.13288917473648718
34,0.44764950388162034,0.8597846844003706,-0.2457238656400601
35,-0.13163300764893665,0.9560757390490383,-0.26190061569062856
36,-0.9781020874424379,0.11552089212134951,-0.17312200906942243
37,0.3341654732075329,0.9309309662140893,-0.1473125000116677
38,-0.46033727856895595,0.8783128117226155,-0.12905888083987285
39,-0.049965703758730995,-0.9901407233726965,-0.130861668822036
40,0.6778115561564497,-0.554821294146587,-0.48243634388619444
41,-0.24191474537884144,0.8883713411762915,-0.3902225213194741
42,0.9204773191464668,-0.34038186178724605,-0.19199399236221293
43,-0.9338296220772591,0.3167895219097721,-0.16615244728628475
44,-0.9742974976467313,0.08629631621090879,-0.20808010930347057
45,-0.05542225836977737,0.15510424862615568,-0.9863422556776675
46,-0.6268041523334914,0.7486298470326391,-0.21603218915101677
47,-0.2997711145897081,0.9151037009009223,-0.2696710875401352
48,0.6338089690542431,0.7589649383536292,-0.14919253699923893
49,-0.9436327303976119,-0.2587811507084525,-0.20637244525458617
50,0.6493049501124957,0.7547541107570278,-0.09353776806604766
51,0.8594665530803844,-0.3991646740908871,-0.31935060215073735
52,0.16491363527626526,0.8698905604888263,-0.4648590169851528
53,-0.9411496432173816,-0.3082465260865356,-0.13864136549882147
54,-0.8315654842384697,0.5294476980325274,-0.1678808520090876
55,0.9443734420480684,0.22722958281342784,-0.23775095930136456
56,0.839582654581412,-0.3808973790645363,-0.3873217690083998
57,0.6081212198280097,0.7739774526662746,-0.17648650021777332
58,0.7412337981638086,-0.4390878912699572,-0.5077147626372078
59,0.9774634362786805,0.08935791712015442,-0.1912600151265853
60,-0.4983986174807272,0.36500329023642625,-0.7863659556528899
61,-0.6578413912745307,0.7428414092396889,-0.12422296343584266
62,-0.8462824051447908,-0.49930127231024046,-0.18575341238244614
