event,x_pos,y_pos,z_pos,trk_index,trk_nr,event_trk_nr
42,139.55888881238243,19.69497108053705,-17.0,1,0.0,42.0_0.0
43,60.22880706045768,79.91907992808295,0.0,1,0.0,43.0_0.0
43,61.574664750700464,89.38524989536229,-8.5,1,0.0,43.0_0.0
43,62.93299742048793,98.8324922717062,-17.0,1,0.0,43.0_0.0
44,78.55167565321875,88.93374056614155,0.0,1,0.0,44.0_0.0
44,58.63551875669474,114.1079348320898,-8.5,1,0.0,44.0_0.0
45,63.75441762554928,21.755168237311537,0.0,1,0.0,45.0_0.0
45,98.71293009372448,37.97463546302637,-8.5,1,0.0,45.0_0.0
45,133.67767426954865,54.21020183252325,-17.0,1,0.0,45.0_0.0
46,26.83922866015416,119.66031604590796,0.0,1,0.0,46.0_0.0
46,24.565015183757435,115.6016770616298,-8.5,1,0.0,46.0_0.0
46,22.27848999173286,111.53899543394392,-17.0,1,0.0,46.0_0.0
47,92.4623427264245,109.62661317431323,0.0,1,0.0,47.0_0.0
47,63.270855798759946,120.2207023353487,-8.5,1,0.0,47.0_0.0
47,34.08714953166929,130.81177747022386,-17.0,1,0.0,47.0_0.0
48,108.13603224878666,145.2746181839159,0.0,1,0.0,48.0_0.0
48,69.81393340588971,93.76242704376104,-8.5,1,0.0,48.0_0.0
48,31.48463639576702,42.2591465231942,-17.0,1,0.0,48.0_0.0
49,132.36041380928492,133.4041155753104,0.0,1,0.0,49.0_0.0
49,66.47601460515097,105.90666566345952,-8.5,1,0.0,49.0_0.0
49,0.5808628692795784,78.4070844244351,-17.0,1,0.0,49.0_0.0
50,107.79109692443367,144.12675018136443,0.0,1,-1.0,50.0_0.0
51,68.63664955971068,85.83916442292671,0.0,1,0.0,51.0_0.0
51,56.118294006048345,146.62373556796732,-17.0,1,0.0,51.0_0.0
52,111.96598132655174,112.40719245569348,0.0,1,0.0,52.0_0.0
52,107.4119395651636,111.24061224168516,-8.5,1,0.0,52.0_0.0
53,63.397396711503625,1.2795366620281574,0.0,1,0.0,53.0_0.0
53,55.16890214808876,20.19006931368038,-8.5,1,0.0,53.0_0.0
53,46.92279904598384,39.11197022572579,-17.0,1,0.0,53.0_0.0
54,3.329821170727282,90.9513475718555,0.0,1,0.0,54.0_0.0
54,40.56612589405749,48.945308644151815,-8.5,1,0.0,54.0_0.0
54,77.82256440708001,6.934983089737561,-17.0,1,0.0,54.0_0.0
55,135.67312589637103,29.07764808221793,0.0,1,0.0,55.0_0.0
55,95.14604850287228,89.21588716533631,-8.5,1,0.0,55.0_0.0
55,54.61239717671531,149.33569133562878,-17.0,1,0.0,55.0_0.0
57,16.476534421037066,20.7783802475454,0.0,1,0.0,57.0_0.0
57,41.09865617316527,56.48898026402126,-8.5,1,0.0,57.0_0.0
57,65.73500917330253,92.17632668929252,-17.0,1,0.0,57.0_0.0
58,128.99940383246027,29.492545127880152,0.0,1,0.0,58.0_0.0
58,110.6070900328344,25.42078429320064,-8.5,1,0.0,58.0_0.0
58,92.23167838702804,21.36010969453446,-17.0,1,0.0,58.0_0.0
59,148.22069563050437,49.69936276072957,0.0,1,0.0,59.0_0.0
59,98.11126719803822,45.243454202383376,-8.5,1,0.0,59.0_0.0
59,47.997142697749794,40.806459545210565,-17.0,1,0.0,59.0_0.0
60,86.96672871308263,45.09493825145198,-8.5,1,0.0,60.0_0.0
60,115.25406991142144,20.812015881990224,-17.0,1,0.0,60.0_0.0
61,149.01193046554442,89.76660366274622,0.0,1,0.0,61.0_0.0
61,103.9145947909326,82.00012904880617,-8.5,1,0.0,61.0_0.0
61,58.81262663764932,74.24460353771747,-17.0,1,0.0,61.0_0.0
62,84.08518477116797,112.86444491267176,0.0,1,0.0,62.0_0.0
62,107.84299369081737,84.95336549131106,-8.5,1,0.0,62.0_0.0
62,131.61453594912604,57.05351907602462,-17.0,1,0.0,62.0_0.0
63,146.11591946730456,23.036127149606653,0.0,1,0.0,63.0_0.0
63,115.7908817860678,75.71792312853911,-8.5,1,0.0,63.0_0.0
63,85.48120661911771,128.39468503472173,-17.0,1,0.0,63.0_0.0
64,118.20565115920049,81.78246886270298,-8.5,1,0.0,64.0_0.0
64,132.0609450299743,62.08265305645095,-17.0,1,0.0,64.0_0.0
65,54.40701004599028,124.8825441702439,0.0,1,0.0,65.0_0.0
65,43.84764025409999,91.46029823137184,-8.5,1,0.0,65.0_0.0
65,33.26990296392993,58.04855601763347,-17.0,1,0.0,65.0_0.0
66,44.23590691205748,27.37071680239008,0.0,1,-1.0,66.0_0.0
67,55.50348820186402,108.4114878526022,0.0,1,0.0,67.0_0.0
67,135.6728032002725,87.42149870621645,-17.0,1,0.0,67.0_0.0
68,62.71010685456516,99.44374848617804,0.0,1,0.0,68.0_0.0
68,79.45505323719726,107.21783214309608,-8.5,1,0.0,68.0_0.0
68,96.20760475481032,114.99657345824214,-17.0,1,0.0,68.0_0.0
69,108.34238139342406,41.06437144487317,-8.5,1,0.0,69.0_0.0
69,92.82672096472668,49.72580472985312,-17.0,1,0.0,69.0_0.0
70,91.23526985254576,62.08754407611895,0.0,1,0.0,70.0_0.0
70,118.19551633630768,54.35091246616143,-8.5,1,0.0,70.0_0.0
70,145.16412039179625,46.61872413539422,-17.0,1,0.0,70.0_0.0
71,63.44464904866052,37.760383948707045,0.0,1,0.0,71.0_0.0
71,55.98214572625475,45.12165386515884,-8.5,1,0.0,71.0_0.0
71,48.49685897521666,52.46622551965497,-17.0,1,0.0,71.0_0.0
72,56.5362194800918,42.562413424900136,0.0,1,0.0,72.0_0.0
72,44.06925053111884,94.00062550411032,-8.5,1,0.0,72.0_0.0
73,144.93957036702022,11.267322933463504,0.0,1,0.0,73.0_0.0
73,85.63287126254427,9.099235097087996,-8.5,1,0.0,73.0_0.0
73,26.33303536736363,6.918145794723137,-17.0,1,0.0,73.0_0.0
74,142.0247994583577,11.9541276411066,0.0,1,0.0,74.0_0.0
74,124.01694830456424,48.62366748445892,-8.5,1,0.0,74.0_0.0
74,106.0005223208451,85.28422360428013,-17.0,1,0.0,74.0_0.0
75,93.57970661625416,85.92330570534858,0.0,1,0.0,75.0_0.0
75,58.316702837861314,50.93275150793079,-17.0,1,0.0,75.0_0.0
76,38.63271204578752,85.45100179418306,0.0,1,0.0,76.0_0.0
76,66.28305200742662,64.23723385905285,-8.5,1,0.0,76.0_0.0
76,93.94009939499716,43.00799422418305,-17.0,1,0.0,76.0_0.0
77,17.850550436006927,39.49259574284961,0.0,1,0.0,77.0_0.0
77,19.76286239891609,36.37038617490445,-8.5,1,0.0,77.0_0.0
78,48.298359560643526,1.3314006853367562,0.0,1,0.0,78.0_0.0
78,79.48211145204812,132.26726234142416,-17.0,1,0.0,78.0_0.0
79,34.63475693702866,41.07931276655195,0.0,1,0.0,79.0_0.0
79,90.9376403487645,76.30662457946381,-8.5,1,0.0,79.0_0.0
80,19.756168975953397,43.3396190807838,0.0,1,0.0,80.0_0.0
80,122.66267867578291,93.48076366674886,-17.0,1,0.0,80.0_0.0
81,97.19328384524256,78.43909313321235,0.0,1,0.0,81.0_0.0
81,55.45421299290273,71.74278679431032,-8.5,1,0.0,81.0_0.0
81,13.70918605501556,65.04911047827835,-17.0,1,0.0,81.0_0.0
82,24.08060683763829,142.3080024344242,0.0,1,0.0,82.0_0.0
82,83.32177246336714,79.44579283243628,-8.5,1,0.0,82.0_0.0
82,142.55409858260268,16.58503319165596,-17.0,1,0.0,82.0_0.0
83,139.3801460207214,132.0092434344552,0.0,1,0.0,83.0_0.0
83,100.0298501130832,76.91304503474124,-8.5,1,0.0,83.0_0.0
83,60.65845764258083,21.803872440383863,-17.0,1,0.0,83.0_0.0
84,9.734059866839662,56.89888933517121,0.0,1,0.0,84.0_0.0
84,35.980614234634245,81.74140593217588,-17.0,1,0.0,84.0_0.0
85,79.59429327918998,75.52724586765376,-8.5,1,0.0,85.0_0.0
85,42.7497075845946,148.43128957074654,-17.0,1,0.0,85.0_0.0
86,142.7440698246024,85.71582628795643,0.0,1,0.0,86.0_0.0
86,130.9415281430007,61.82214851398607,-8.5,1,0.0,86.0_0.0
86,119.14902138878524,37.93259801276682,-17.0,1,0.0,86.0_0.0
87,23.48605802885302,5.796059428030189,0.0,1,0.0,87.0_0.0
87,104.11733898159144,62.80092761918711,-17.0,1,0.0,87.0_0.0
88,110.47213231021584,12.333657923415906,0.0,1,0.0,88.0_0.0
88,94.35966665712472,42.969533429708925,-8.5,1,0.0,88.0_0.0
88,78.25105459126637,73.63171795773978,-17.0,1,0.0,88.0_0.0
89,27.418033921127083,80.14500445130403,0.0,1,0.0,89.0_0.0
89,64.07055589063206,106.6764221763966,-8.5,1,0.0,89.0_0.0
89,100.7301802021878,133.20767617224772,-17.0,1,0.0,89.0_0.0
90,127.99057115919324,134.6797495292463,0.0,1,0.0,90.0_0.0
90,135.38575083759923,106.25188985752423,-8.5,1,0.0,90.0_0.0
90,142.78572290086674,77.81319421290996,-17.0,1,0.0,90.0_0.0
91,144.27871156840803,78.21049572912027,0.0,1,0.0,91.0_0.0
91,11.584609255905708,52.139322976748566,-17.0,1,0.0,91.0_0.0
92,41.48269672690012,129.86053404713743,0.0,1,0.0,92.0_0.0
92,34.62778864006626,80.04861878512793,-17.0,1,0.0,92.0_0.0
93,62.38634954131218,78.10032655823785,-8.5,1,0.0,93.0_0.0
93,60.41312133211154,113.44521018373749,-17.0,1,0.0,93.0_0.0
94,47.70432691709358,25.203520420614343,0.0,1,0.0,94.0_0.0
94,43.70687705456891,35.82394180101477,-8.5,1,0.0,94.0_0.0
94,39.72011692276777,46.45223404521595,-17.0,1,0.0,94.0_0.0
95,76.81192670147584,60.7223741601681,-8.5,1,0.0,95.0_0.0
95,72.03180789376486,55.474748399119584,-17.0,1,0.0,95.0_0.0
96,110.09017833109525,28.20244816554129,0.0,1,0.0,96.0_0.0
96,109.0958818173552,21.543061983403703,-8.5,1,0.0,96.0_0.0
96,108.10165107277808,14.863950015887504,-17.0,1,0.0,96.0_0.0
97,50.57445259677059,128.53688489459245,0.0,1,0.0,97.0_0.0
97,79.0512641152053,91.12276674668732,-8.5,1,0.0,97.0_0.0
97,107.52992429446282,53.71657964683529,-17.0,1,0.0,97.0_0.0
98,129.3666211981571,7.109437799724068,0.0,1,0.0,98.0_0.0
98,106.5727113426955,130.50868114604856,-17.0,1,0.0,98.0_0.0
99,59.23900241752772,86.4303772361027,-8.5,1,0.0,99.0_0.0
99,41.65607169798978,35.892723829270146,-17.0,1,0.0,99.0_0.0
100,123.76427622968492,106.33158523226642,0.0,1,0.0,100.0_0.0
100,88.44557436605926,95.8706540245473,-17.0,1,0.0,100.0_0.0
101,72.61157492148266,35.164798515632434,0.0,1,0.0,101.0_0.0
101,110.64153668465876,71.44184344053195,-8.5,1,0.0,101.0_0.0
101,148.67540686807993,107.70983748543374,-17.0,1,0.0,101.0_0.0
102,31.1658080867959,75.74418460834057,0.0,1,0.0,102.0_0.0
102,85.27760783515522,93.02968434534198,-8.5,1,0.0,102.0_0.0
103,29.158456216755628,115.27630621078916,0.0,1,0.0,103.0_0.0
103,78.36803398095644,117.36095528911116,-8.5,1,0.0,103.0_0.0
103,127.58168792379034,119.46761031132706,-17.0,1,0.0,103.0_0.0
104,24.5390925628696,82.32934512039972,0.0,1,0.0,104.0_0.0
104,35.399750683370954,94.53259406550274,-8.5,1,0.0,104.0_0.0
104,46.2578348955173,106.71451218661387,-17.0,1,0.0,104.0_0.0
105,115.82386054960952,57.945228888979855,0.0,1,0.0,105.0_0.0
105,131.21940539124208,29.96522561332156,-8.5,1,0.0,105.0_0.0
105,146.61352197496797,1.9809596997169037,-17.0,1,0.0,105.0_0.0
106,136.48151636183897,60.45009897352749,0.0,1,0.0,106.0_0.0
106,138.14054864191667,73.43028040318825,-8.5,1,0.0,106.0_0.0
106,139.82046715526678,86.39149134316533,-17.0,1,0.0,106.0_0.0
107,11.225072513706076,42.56697372864531,-8.5,1,0.0,107.0_0.0
107,16.638014663778552,15.919665390770184,-17.0,1,0.0,107.0_0.0
108,83.32626990991388,45.84681677248438,0.0,1,0.0,108.0_0.0
108,80.05128464326748,97.09815119055826,-8.5,1,0.0,108.0_0.0
108,76.77169742216002,148.3397542753918,-17.0,1,0.0,108.0_0.0
109,7.322145744853569,129.36238275828308,0.0,1,-1.0,109.0_0.0
110,123.57518947747889,129.80432039248683,0.0,1,0.0,110.0_0.0
110,119.21881517175346,73.74733263513347,-8.5,1,0.0,110.0_0.0
110,114.86489514120258,17.701658828928604,-17.0,1,0.0,110.0_0.0
111,43.268679370069655,121.15433407668112,0.0,1,0.0,111.0_0.0
111,56.63698776785685,62.54846837579065,-8.5,1,0.0,111.0_0.0
111,70.00975488895007,3.9326054587925614,-17.0,1,0.0,111.0_0.0
112,44.52120111732293,83.72414867997738,-8.5,1,0.0,112.0_0.0
112,61.70122321510889,94.6909615313419,-17.0,1,0.0,112.0_0.0
113,83.97413664572714,141.30453219355354,0.0,1,0.0,113.0_0.0
113,115.6454074803504,130.68701815382414,-8.5,1,0.0,113.0_0.0
113,147.30858405108677,120.0943614404186,-17.0,1,0.0,113.0_0.0
114,70.33086301408112,51.16738473132311,0.0,1,0.0,114.0_0.0
114,108.61623684994382,39.59854008706373,-8.5,1,0.0,114.0_0.0
114,146.88539186647324,28.02782419577646,-17.0,1,0.0,114.0_0.0
115,43.22827574382954,61.95036963033762,0.0,1,0.0,115.0_0.0
115,95.20126134898352,74.95615398975825,-8.5,1,0.0,115.0_0.0
115,147.15686607346808,87.95414185498214,-17.0,1,0.0,115.0_0.0
116,78.47538282169636,62.503801802015,0.0,1,0.0,116.0_0.0
116,85.15521610210486,75.38112377504955,-8.5,1,0.0,116.0_0.0
116,91.80990150410008,88.23422470332044,-17.0,1,0.0,116.0_0.0
117,49.04926725833966,19.126927133727456,0.0,1,0.0,117.0_0.0
117,97.7152390127522,45.447806948961485,-8.5,1,0.0,117.0_0.0
117,146.39155145723103,71.7678093060055,-17.0,1,0.0,117.0_0.0
118,140.86353576254982,82.98972375177907,0.0,1,0.0,118.0_0.0
118,63.60770901924687,2.181641949614998,-17.0,1,0.0,118.0_0.0
119,56.69690898717105,71.77489330023283,0.0,1,0.0,119.0_0.0
119,31.72273556111088,106.4417230387512,-8.5,1,0.0,119.0_0.0
119,6.7337416566450194,141.10777885744835,-17.0,1,0.0,119.0_0.0
120,82.15278133218095,99.34480958691472,0.0,1,0.0,120.0_0.0
120,81.36598761653981,72.21534241095989,-8.5,1,0.0,120.0_0.0
120,80.57660748497284,45.081871244688365,-17.0,1,0.0,120.0_0.0
121,149.94039953110916,17.5397092389218,0.0,1,0.0,121.0_0.0
121,118.21846275076676,49.11211403343156,-8.5,1,0.0,121.0_0.0
121,86.48939114223862,80.65627048919858,-17.0,1,0.0,121.0_0.0
122,95.5279192515459,107.92631791804529,0.0,1,0.0,122.0_0.0
122,107.37267732433968,121.02981692436188,-8.5,1,0.0,122.0_0.0
122,119.20013715342542,134.12695094568377,-17.0,1,0.0,122.0_0.0
123,27.11443123648684,50.753594745629854,0.0,1,0.0,123.0_0.0
123,30.41139537000361,28.330697387816112,-8.5,1,0.0,123.0_0.0
123,33.712688137952206,5.928170655829416,-17.0,1,0.0,123.0_0.0
124,82.10658415610949,105.10466710290864,0.0,1,0.0,124.0_0.0
124,88.64076975419844,76.68362194848744,-8.5,1,0.0,124.0_0.0
124,95.17073658002276,48.27190064431532,-17.0,1,0.0,124.0_0.0
125,35.680444748254466,105.6237852970104,0.0,1,0.0,125.0_0.0
125,40.82450925019043,96.22459412231956,-8.5,1,0.0,125.0_0.0
125,45.96453824241485,86.82227714860151,-17.0,1,0.0,125.0_0.0
126,80.32580834105765,38.49862445993257,-8.5,1,0.0,126.0_0.0
126,67.8145605626747,42.35924605804452,-17.0,1,0.0,126.0_0.0
127,103.787856125608,28.61722082920196,0.0,1,0.0,127.0_0.0
127,114.3171938867804,73.49306620522,-8.5,1,0.0,127.0_0.0
127,124.87350463074016,118.37995461005202,-17.0,1,0.0,127.0_0.0
128,10.54933916601788,73.59366846742422,0.0,1,0.0,128.0_0.0
128,9.071085256485404,56.22153457901308,-8.5,1,0.0,128.0_0.0
128,7.608599099544856,38.85074942982344,-17.0,1,0.0,128.0_0.0
129,75.25238579787634,97.28991200617124,0.0,1,0.0,129.0_0.0
129,4.298204588185303,37.71286494182178,-17.0,1,0.0,129.0_0.0
130,85.94394149720678,35.5594992534936,-17.0,1,-1.0,130.0_0.0
131,49.94926918307167,92.09830660175572,0.0,1,0.0,131.0_0.0
131,25.534008409357053,49.66705947312,-8.5,1,0.0,131.0_0.0
131,1.1224787731243344,7.265046979182243,-17.0,1,0.0,131.0_0.0
132,73.11210648793539,82.81620816461846,0.0,1,0.0,132.0_0.0
132,15.36294828333392,119.96094040328924,-17.0,1,0.0,132.0_0.0
133,148.68797441635775,145.03022172884002,0.0,1,0.0,133.0_0.0
133,89.8289130197983,76.34867855451505,-8.5,1,0.0,133.0_0.0
134,77.90079529477315,129.2877606793703,0.0,1,0.0,134.0_0.0
134,68.11466840631091,77.46464753484163,-8.5,1,0.0,134.0_0.0
134,58.33407259433107,25.62372475288026,-17.0,1,0.0,134.0_0.0
135,90.52160099118964,116.42360149697502,-8.5,1,0.0,135.0_0.0
135,118.53174101088024,95.12519554009516,-17.0,1,0.0,135.0_0.0
136,104.0130233282258,132.9247715840922,0.0,1,-1.0,136.0_0.0
137,18.94546865309907,117.15344172213932,0.0,1,0.0,137.0_0.0
137,39.19934635390129,118.49193361082342,-8.5,1,0.0,137.0_0.0
137,59.46001314108951,119.82430211549656,-17.0,1,0.0,137.0_0.0
138,55.653596537448976,129.45894784841624,0.0,1,0.0,138.0_0.0
138,50.64873820162655,80.79231273718857,-8.5,1,0.0,138.0_0.0
139,77.47906629785211,55.37520353153575,0.0,1,0.0,139.0_0.0
139,44.45691166988756,76.50407035351245,-8.5,1,0.0,139.0_0.0
139,11.41901818060726,97.63939784273536,-17.0,1,0.0,139.0_0.0
140,109.10078551054504,93.318024349106,0.0,1,0.0,140.0_0.0
140,77.53219987923775,110.59634562385028,-8.5,1,0.0,140.0_0.0
140,45.95254932904901,127.88713715679216,-17.0,1,0.0,140.0_0.0
141,47.73052952089002,26.74922003725748,0.0,1,0.0,141.0_0.0
141,56.2170106748871,40.3119353669636,-8.5,1,0.0,141.0_0.0
141,64.71728897098164,53.872842099132704,-17.0,1,0.0,141.0_0.0
142,116.62455818766055,6.084893150601874,0.0,1,0.0,142.0_0.0
142,98.13735746856156,52.99304614894178,-8.5,1,0.0,142.0_0.0
142,79.65270394825718,99.88690576151544,-17.0,1,0.0,142.0_0.0
143,93.17235773288137,13.85210877489319,0.0,1,-1.0,143.0_0.0
144,69.39939151563871,123.21958347110716,-8.5,1,0.0,144.0_0.0
144,137.4663133086933,108.72503316502514,-17.0,1,0.0,144.0_0.0
145,82.64266316516168,145.26309471440504,0.0,1,0.0,145.0_0.0
145,62.5104440289003,132.0411394493481,-8.5,1,0.0,145.0_0.0
145,42.37904408360252,118.81781741713024,-17.0,1,0.0,145.0_0.0
146,90.9217842432996,81.6446039472478,0.0,1,0.0,146.0_0.0
146,70.82235765963866,58.1894086665091,-8.5,1,0.0,146.0_0.0
147,4.612444372871981,83.96899358040497,0.0,1,0.0,147.0_0.0
147,16.563487576645194,114.73227834747026,-8.5,1,0.0,147.0_0.0
147,28.49979564189562,145.48141295182091,-17.0,1,0.0,147.0_0.0
148,127.1376509388794,145.898882885726,0.0,1,0.0,148.0_0.0
