event,x_pos,y_pos,z_pos,trk_index,trk_nr,event_trk_nr
38,93.53868503662343,80.10992776319921,-8.5,2,-1.0,38.0_-1.0
38,140.6428061695943,96.25608996882396,-17.0,2,-1.0,38.0_-1.0
39,87.45309941409461,78.47302264027323,-8.5,1,1.0,39.0_1.0
39,125.65786301142089,17.66753000250409,-17.0,1,0.0,39.0_0.0
39,43.54718223939967,82.59940038965442,0.0,2,1.0,39.0_1.0
39,51.55943633254857,44.0894878775871,-8.5,2,0.0,39.0_0.0
39,59.58888427160352,5.597913521178941,-17.0,2,-1.0,39.0_-1.0
40,139.79679570043774,76.32322179550052,0.0,1,-1.0,40.0_-1.0
40,102.59523013591232,92.68846861512324,-8.5,1,-1.0,40.0_-1.0
40,58.35226764327136,42.16937925526985,0.0,2,0.0,40.0_0.0
40,93.42877791302668,91.3614492608839,-8.5,2,0.0,40.0_0.0
40,128.48483730138227,140.55638876897018,-17.0,2,0.0,40.0_0.0
41,129.24946162344247,78.66442018750625,-8.5,1,-1.0,41.0_-1.0
41,119.08703382307309,17.027947605744654,-17.0,1,-1.0,41.0_-1.0
41,10.52864160172001,147.87927581535922,0.0,2,0.0,41.0_0.0
41,38.920897367005765,99.63730483274786,-8.5,2,0.0,41.0_0.0
41,67.32218367954442,51.4001958269751,-17.0,2,0.0,41.0_0.0
42,74.98590097526743,90.01947803538442,-8.5,1,-1.0,42.0_-1.0
42,143.56057054358251,40.40774714125479,-17.0,1,-1.0,42.0_-1.0
42,11.643043182478284,7.522708225243464,0.0,2,0.0,42.0_0.0
42,77.57382859809753,77.5037712496351,-8.5,2,0.0,42.0_0.0
42,143.49231313106023,147.46971087536377,-17.0,2,0.0,42.0_0.0
43,50.98411540577631,83.7932257264676,0.0,1,1.0,43.0_1.0
43,29.15423418617489,74.34516524399982,-8.5,1,1.0,43.0_1.0
43,7.325164150243188,64.90511795672097,-17.0,1,1.0,43.0_1.0
43,98.73587036837051,20.10949244029638,0.0,2,0.0,43.0_0.0
43,97.07534491649774,84.90584290651795,-8.5,2,0.0,43.0_0.0
43,95.39146434923536,149.71651842425513,-17.0,2,0.0,43.0_0.0
44,131.25705951902586,52.68986199650105,0.0,1,1.0,44.0_1.0
44,70.68496965066397,37.855192243027936,-8.5,1,1.0,44.0_1.0
44,10.095647744600818,23.02539252493112,-17.0,1,1.0,44.0_1.0
44,47.72221872307497,20.881071559093115,0.0,2,0.0,44.0_0.0
44,73.10012738967062,17.530448153530976,-8.5,2,0.0,44.0_0.0
44,98.50363693523812,14.198912930702216,-17.0,2,0.0,44.0_0.0
45,70.89184648247743,18.95902145995908,0.0,1,0.0,45.0_0.0
45,52.47660240702069,41.24755823423804,-8.5,1,0.0,45.0_0.0
45,34.06463195394972,63.53997729089084,-17.0,1,0.0,45.0_0.0
45,12.456825798270758,91.99553349332186,0.0,2,1.0,45.0_1.0
45,58.41717714155237,82.11503041546447,-8.5,2,1.0,45.0_1.0
45,104.3930461791688,72.23570129325843,-17.0,2,1.0,45.0_1.0
46,61.023593180303,60.75634932994405,-17.0,1,-1.0,46.0_-1.0
46,11.334088098973664,20.397797652320744,0.0,2,0.0,46.0_0.0
46,53.77322711776924,62.85627131051892,-8.5,2,0.0,46.0_0.0
46,96.22029934035773,105.32419740781512,-17.0,2,0.0,46.0_0.0
47,93.07799344816358,17.32869744351776,-8.5,1,0.0,47.0_0.0
47,84.42306674956377,8.719988921991423,-17.0,1,0.0,47.0_0.0
47,113.79819898280816,81.3324551111495,-8.5,2,-1.0,47.0_-1.0
48,38.84954382139019,110.92556027898432,0.0,1,1.0,48.0_1.0
48,61.24014844091803,114.167048561259,-8.5,1,1.0,48.0_1.0
48,83.62114045829729,117.42828549550644,-17.0,1,1.0,48.0_1.0
48,134.45541483918032,28.697597761259704,0.0,2,0.0,48.0_0.0
48,111.42345959799675,53.955424695180085,-8.5,2,0.0,48.0_0.0
48,88.39499331297468,79.22651750907445,-17.0,2,0.0,48.0_0.0
49,109.07407204637366,62.88183899501127,0.0,1,1.0,49.0_1.0
49,66.77174731139796,35.27324122577276,-8.5,1,1.0,49.0_1.0
49,24.490342382833045,7.660956538316067,-17.0,1,1.0,49.0_1.0
49,84.55608606590118,84.47892966368359,0.0,2,0.0,49.0_0.0
49,84.49950219350758,115.61851159864514,-8.5,2,0.0,49.0_0.0
49,84.45550116187934,146.7544156768377,-17.0,2,0.0,49.0_0.0
50,1.150280818619338,80.472790395433,0.0,1,0.0,50.0_0.0
50,63.32828146659531,78.74774330086116,-8.5,1,0.0,50.0_0.0
50,125.51466102379123,77.03511166241361,-17.0,1,0.0,50.0_0.0
50,9.68684348296573,76.05642344450318,-8.5,2,-1.0,50.0_-1.0
50,2.7606195415666024,51.523655825973286,-17.0,2,-1.0,50.0_-1.0
51,78.30718951876021,88.30643683764394,0.0,1,1.0,51.0_1.0
51,47.9391083255546,106.3918182628494,-8.5,1,1.0,51.0_1.0
51,17.560133927226648,124.48405319606096,-17.0,1,1.0,51.0_1.0
51,125.96634399250908,3.283878444003913,0.0,2,0.0,51.0_0.0
51,66.50934857993337,49.50021713549378,-8.5,2,0.0,51.0_0.0
51,7.059075281481518,95.71676293585512,-17.0,2,0.0,51.0_0.0
52,119.1439286204759,82.1266667434417,0.0,1,0.0,52.0_0.0
52,119.60766925959152,61.37220494093606,-8.5,1,0.0,52.0_0.0
52,120.0911633971592,40.61492968884137,-17.0,1,0.0,52.0_0.0
52,145.17810290933474,89.23627475558287,0.0,2,-1.0,52.0_-1.0
52,31.467191088763837,41.56792444574359,-17.0,2,-1.0,52.0_-1.0
53,92.9269075289652,128.4585135273358,0.0,1,0.0,53.0_0.0
53,104.45571901062446,85.36147946348186,-8.5,1,0.0,53.0_0.0
53,115.97478652661364,42.274308320269256,-17.0,1,0.0,53.0_0.0
53,109.97448011134604,131.09226374075783,0.0,2,1.0,53.0_1.0
53,87.3122706029615,91.87523846179322,-8.5,2,1.0,53.0_1.0
53,64.65515053667251,52.66343899915088,-17.0,2,1.0,53.0_1.0
54,92.15973390520024,4.777555575041688,0.0,1,0.0,54.0_0.0
54,34.48769642845684,55.21860027169373,-17.0,1,0.0,54.0_0.0
54,121.79290519113655,54.23520536257412,0.0,2,1.0,54.0_1.0
54,88.78869769802067,62.549175362451045,-8.5,2,1.0,54.0_1.0
54,55.78009496608174,70.85925206692511,-17.0,2,1.0,54.0_1.0
55,91.12733368483916,130.47312291524318,0.0,1,1.0,55.0_1.0
55,47.34317713830077,71.903651797046,-8.5,1,1.0,55.0_1.0
55,3.5429356837864185,13.345696632734484,-17.0,1,1.0,55.0_1.0
55,102.20612160990716,8.477488074071728,0.0,2,0.0,55.0_0.0
55,69.03774265270985,16.97908387335418,-8.5,2,0.0,55.0_0.0
55,35.862935030612604,25.468489657121903,-17.0,2,0.0,55.0_0.0
56,63.32225401788868,18.755312500082063,0.0,1,0.0,56.0_0.0
56,68.96991042088437,35.54430582449661,-8.5,1,0.0,56.0_0.0
56,74.63169258463081,52.31516604992949,-17.0,1,0.0,56.0_0.0
56,103.6094644976482,98.74144884987454,0.0,2,-1.0,56.0_-1.0
56,90.3713428297076,38.00211476643278,-17.0,2,-1.0,56.0_-1.0
57,144.90736392891054,147.79330622048235,0.0,1,0.0,57.0_0.0
57,99.922198850035,86.09001238060668,-8.5,1,0.0,57.0_0.0
57,54.95710219917751,24.38821463567279,-17.0,1,0.0,57.0_0.0
57,47.71193960968297,83.89776601509337,-8.5,2,-1.0,57.0_-1.0
57,53.04553772462968,29.837200726178462,-17.0,2,-1.0,57.0_-1.0
58,114.05848510560504,115.54528804681826,0.0,1,-1.0,58.0_-1.0
58,110.42419089899204,73.12554387039314,-8.5,1,-1.0,58.0_-1.0
58,132.35186233189654,64.35986178668833,0.0,2,0.0,58.0_0.0
58,141.02912700181005,43.81053779160554,-8.5,2,0.0,58.0_0.0
58,149.68992613396844,23.24728582280721,-17.0,2,0.0,58.0_0.0
59,128.44330408205255,76.78148943094858,0.0,1,0.0,59.0_0.0
59,112.79421900972903,105.7352679275256,-8.5,1,0.0,59.0_0.0
59,97.13531075690229,134.6824718933393,-17.0,1,0.0,59.0_0.0
59,22.335408580990716,9.82314070811918,0.0,2,1.0,59.0_1.0
59,54.39120877149673,78.30359762488163,-8.5,2,1.0,59.0_1.0
59,86.44265987446258,146.7800707288084,-17.0,2,1.0,59.0_1.0
60,144.31101248387566,56.59183281719512,0.0,1,-1.0,60.0_-1.0
60,80.10129289028602,91.68367623927487,-8.5,1,0.0,60.0_0.0
60,15.867504845238631,126.7776980728546,-17.0,1,1.0,60.0_1.0
60,25.77062748202982,105.8952854538356,0.0,2,1.0,60.0_1.0
60,44.22124584709493,62.72024365237102,-17.0,2,0.0,60.0_0.0
61,34.922004246898034,81.46305497207167,0.0,1,0.0,61.0_0.0
61,77.99579579173519,59.082102181737625,-8.5,1,0.0,61.0_0.0
61,121.07127690996582,36.6976949905134,-17.0,1,0.0,61.0_0.0
61,109.71057594538456,16.425618804595217,0.0,2,1.0,61.0_1.0
61,68.6799031046614,16.875822393002665,-8.5,2,1.0,61.0_1.0
61,27.64914839215955,17.330665120432602,-17.0,2,1.0,61.0_1.0
62,63.03392608434125,145.40462983920528,0.0,1,1.0,62.0_1.0
62,95.24553113352732,131.61305001602338,-8.5,1,1.0,62.0_1.0
62,127.45734911340251,117.8078309128184,-17.0,1,1.0,62.0_1.0
62,108.51360396943775,37.60364715500016,0.0,2,0.0,62.0_0.0
62,81.0348168292457,54.61422831963603,-8.5,2,0.0,62.0_0.0
62,53.55894001999884,71.64093822259095,-17.0,2,0.0,62.0_0.0
63,137.65268062725724,11.72813575146851,0.0,1,0.0,63.0_0.0
63,101.25283912299568,37.92260705962574,-8.5,1,0.0,63.0_0.0
63,64.859703055295,64.11452957449549,-17.0,1,0.0,63.0_0.0
63,122.00592656283068,41.90489967859008,0.0,2,-1.0,63.0_-1.0
63,127.8333891008142,54.27822907541571,-8.5,2,-1.0,63.0_-1.0
64,50.75575890948784,52.69685020200356,0.0,1,-1.0,64.0_-1.0
64,103.9194690791725,11.200286913068393,-17.0,1,-1.0,64.0_-1.0
64,121.99851684315522,91.92885318665398,0.0,2,0.0,64.0_0.0
64,81.06401038123172,113.93043589684144,-8.5,2,0.0,64.0_0.0
65,135.78862243611482,85.99676811663642,0.0,1,1.0,65.0_1.0
65,98.0036743804419,88.3692057199302,-8.5,1,1.0,65.0_1.0
65,60.22071202150326,90.73355445776131,-17.0,1,1.0,65.0_1.0
65,28.22418457988637,53.62628203131778,0.0,2,0.0,65.0_0.0
65,40.55575590495825,41.54741051341023,-17.0,2,0.0,65.0_0.0
66,55.506298593022535,23.098921681201645,-8.5,1,-1.0,66.0_-1.0
66,94.4401511438612,12.634230277015291,-17.0,1,-1.0,66.0_-1.0
66,70.08176208307998,97.55713380019655,-8.5,2,0.0,66.0_0.0
66,90.39954579357656,91.4250265123144,-17.0,2,0.0,66.0_0.0
67,135.03740831588726,132.19045536101473,0.0,1,1.0,67.0_1.0
67,85.17919185126479,114.58917824055568,-8.5,1,1.0,67.0_1.0
67,35.320201649111866,96.99762663219494,-17.0,1,1.0,67.0_1.0
67,5.3348636346787774,128.84362174972608,0.0,2,0.0,67.0_0.0
67,40.53758060859545,88.97324354577437,-8.5,2,0.0,67.0_0.0
67,75.73423087902466,49.09633577622912,-17.0,2,0.0,67.0_0.0
68,22.257897015953358,110.35962105716752,-8.5,1,0.0,68.0_0.0
68,30.020643481156768,118.5501732708228,-17.0,1,0.0,68.0_0.0
68,92.71380685767949,29.522457608345864,0.0,2,-1.0,68.0_-1.0
69,54.497256897576285,21.45478459238153,-8.5,1,-1.0,69.0_-1.0
69,83.90754165505764,12.240790038703867,-17.0,1,-1.0,69.0_-1.0
69,51.84279413112469,113.82576809739156,0.0,2,0.0,69.0_0.0
69,34.84865789421612,131.10720913368996,-8.5,2,0.0,69.0_0.0
69,17.85307440961169,148.39721712379955,-17.0,2,0.0,69.0_0.0
70,112.28726225109872,38.07967783672887,0.0,1,-1.0,70.0_-1.0
70,111.08961198324954,94.11798555601584,-17.0,1,-1.0,70.0_-1.0
70,10.28027990565649,26.74629058314988,-8.5,2,0.0,70.0_0.0
70,5.738114381759938,22.688106900631468,-17.0,2,0.0,70.0_0.0
71,95.02334670549516,142.46920305193672,0.0,1,0.0,71.0_0.0
71,86.4046445459191,131.84036353386983,-8.5,1,0.0,71.0_0.0
71,77.79083561721161,121.18883609848488,-17.0,1,0.0,71.0_0.0
71,95.4336277273338,145.57606506143753,0.0,2,-1.0,71.0_-1.0
71,106.85695416648863,76.32214544249955,-8.5,2,-1.0,71.0_-1.0
72,135.7149029601581,80.67803709667216,0.0,1,-1.0,72.0_-1.0
72,71.04899357213192,54.35235843046401,0.0,2,0.0,72.0_0.0
72,60.59634592263664,57.3186118118712,-8.5,2,0.0,72.0_0.0
72,50.13919837673982,60.29707104835652,-17.0,2,0.0,72.0_0.0
73,14.691984674371673,57.9489943489692,0.0,1,-1.0,73.0_-1.0
73,59.44407549460843,95.7519677573494,-8.5,1,0.0,73.0_0.0
73,104.1787116632686,133.54677917117053,-17.0,1,1.0,73.0_1.0
73,128.11851665552737,45.035729138052666,0.0,2,1.0,73.0_1.0
73,93.90567724836752,88.52298582231286,-17.0,2,0.0,73.0_0.0
